top,position,temperature,qualite,vitesse
419658,89686941,2.1553834902803413,0.3100529516794682,198
419659,89687083,2.1553834902803413,0.3100529516794682,142
419660,89687366,2.1553834902803413,0.3100529516794682,283
419661,89687459,2.1553834902803413,0.3100529516794682,93
419662,89687784,2.1553834902803413,0.3100529516794682,325
419663,89688178,2.1553834902803413,0.3100529516794682,394
419664,89688192,2.1553834902803413,0.3100529516794682,14
419665,89688583,2.1553834902803413,0.3100529516794682,391
419666,89688738,2.1553834902803413,0.3100529516794682,155
419667,89689100,2.1553834902803413,0.3100529516794682,362
419668,89689234,2.1553834902803413,0.3100529516794682,134
419669,89689366,2.1553834902803413,0.3100529516794682,132
419670,89689544,2.1553834902803413,0.3100529516794682,178
419671,89689735,2.1553834902803413,0.3100529516794682,191
419672,89689933,2.1553834902803413,0.3100529516794682,198
419673,89690075,2.1553834902803413,0.3100529516794682,142
419674,89690358,2.1553834902803413,0.3100529516794682,283
419675,89690451,2.1553834902803413,0.3100529516794682,93
419676,89690776,2.1553834902803413,0.3100529516794682,325
419677,89691170,2.1553834902803413,0.3100529516794682,394
419678,89691184,2.1553834902803413,0.3100529516794682,14
419679,89691575,2.1553834902803413,0.3100529516794682,391
419680,89691730,2.1553834902803413,0.3100529516794682,155
419681,89692092,2.1553834902803413,0.3100529516794682,362
419682,89692226,2.1553834902803413,0.3100529516794682,134
419683,89692358,2.1553834902803413,0.3100529516794682,132
419684,89692536,2.1553834902803413,0.3100529516794682,178
419685,89692727,2.1553834902803413,0.3100529516794682,191
419686,89692925,2.1553834902803413,0.3100529516794682,198
419687,89693067,2.1553834902803413,0.3100529516794682,142
419688,89693350,2.1553834902803413,0.3100529516794682,283
419689,89693443,2.1553834902803413,0.3100529516794682,93
419690,89693768,2.1553834902803413,0.3100529516794682,325
419691,89694162,2.1553834902803413,0.3100529516794682,394
419692,89694176,2.1553834902803413,0.3100529516794682,14
419693,89694567,2.1553834902803413,0.3100529516794682,391
419694,89694722,2.1553834902803413,0.3100529516794682,155
419695,89695084,2.1553834902803413,0.3100529516794682,362
419696,89695218,2.1553834902803413,0.3100529516794682,134
419697,89695350,2.1553834902803413,0.3100529516794682,132
419698,89695528,2.1553834902803413,0.3100529516794682,178
419699,89695719,2.1553834902803413,0.3100529516794682,191
419700,89695917,2.1553834902803413,0.3100529516794682,198
419701,89696059,2.1553834902803413,0.3100529516794682,142
419702,89696342,2.1553834902803413,0.3100529516794682,283
419703,89696435,2.1553834902803413,0.3100529516794682,93
419704,89696760,2.1553834902803413,0.3100529516794682,325
419705,89697154,2.1553834902803413,0.3100529516794682,394
419706,89697168,2.1553834902803413,0.3100529516794682,14
419707,89697559,2.1553834902803413,0.3100529516794682,391
419708,89697714,2.1553834902803413,0.3100529516794682,155
419709,89698076,2.1553834902803413,0.3100529516794682,362
419710,89698210,2.1553834902803413,0.3100529516794682,134
419711,89698342,2.1553834902803413,0.3100529516794682,132
419712,89698520,2.1553834902803413,0.3100529516794682,178
419713,89698711,2.1553834902803413,0.3100529516794682,191
419714,89698909,2.1553834902803413,0.3100529516794682,198
419715,89699051,2.1553834902803413,0.3100529516794682,142
419716,89699334,2.1553834902803413,0.3100529516794682,283
419717,89699427,2.1553834902803413,0.3100529516794682,93
419718,89699752,2.1553834902803413,0.3100529516794682,325
419719,89700146,2.1553834902803413,0.3100529516794682,394
419720,89700160,2.1553834902803413,0.3100529516794682,14
419721,89700551,2.1553834902803413,0.3100529516794682,391
419722,89700706,2.1553834902803413,0.3100529516794682,155
419723,89701068,2.1553834902803413,0.3100529516794682,362
419724,89701202,2.1553834902803413,0.3100529516794682,134
419725,89701334,2.1553834902803413,0.3100529516794682,132
419726,89701512,2.1553834902803413,0.3100529516794682,178
419727,89701703,2.1553834902803413,0.3100529516794682,191
419728,89701901,2.1553834902803413,0.3100529516794682,198
419729,89702043,2.1553834902803413,0.3100529516794682,142
419730,89702326,2.1553834902803413,0.3100529516794682,283
419731,89702419,2.1553834902803413,0.3100529516794682,93
419732,89702744,2.1553834902803413,0.3100529516794682,325
419733,89703138,2.1553834902803413,0.3100529516794682,394
419734,89703152,2.1553834902803413,0.3100529516794682,14
419735,89703543,2.1553834902803413,0.3100529516794682,391
419736,89703698,2.1553834902803413,0.3100529516794682,155
419737,89704060,2.1553834902803413,0.3100529516794682,362
419738,89704194,2.1553834902803413,0.3100529516794682,134
419739,89704326,2.1553834902803413,0.3100529516794682,132
419740,89704504,2.1553834902803413,0.3100529516794682,178
419741,89704695,2.1553834902803413,0.3100529516794682,191
419742,89704893,2.1553834902803413,0.3100529516794682,198
419743,89705035,2.1553834902803413,0.3100529516794682,142
419744,89705318,2.1553834902803413,0.3100529516794682,283
419745,89705411,2.1553834902803413,0.3100529516794682,93
419746,89705736,2.1553834902803413,0.3100529516794682,325
419747,89706130,2.1553834902803413,0.3100529516794682,394
419748,89706144,2.1553834902803413,0.3100529516794682,14
419749,89706535,2.1553834902803413,0.3100529516794682,391
419750,89706690,2.1553834902803413,0.3100529516794682,155
419751,89707052,2.1553834902803413,0.3100529516794682,362
419752,89707186,2.1553834902803413,0.3100529516794682,134
419753,89707318,2.1553834902803413,0.3100529516794682,132
419754,89707496,2.1553834902803413,0.3100529516794682,178
419755,89707687,2.1553834902803413,0.3100529516794682,191
419756,89707885,2.1553834902803413,0.3100529516794682,198
419757,89708027,2.1553834902803413,0.3100529516794682,142
