top,position,temperature,qualite,vitesse
419658,133870902,2.1553834902803413,0.3100529516794682,319
419659,133871221,2.1553834902803413,0.3100529516794682,319
419660,133871540,2.1553834902803413,0.3100529516794682,319
419661,133871859,2.1553834902803413,0.3100529516794682,319
419662,133872178,2.1553834902803413,0.3100529516794682,319
419663,133872497,2.1553834902803413,0.3100529516794682,319
419664,133872816,2.1553834902803413,0.3100529516794682,319
419665,133873135,2.1553834902803413,0.3100529516794682,319
419666,133873454,2.1553834902803413,0.3100529516794682,319
419667,133873773,2.1553834902803413,0.3100529516794682,319
419668,133874092,2.1553834902803413,0.3100529516794682,319
419669,133874411,2.1553834902803413,0.3100529516794682,319
419670,133874730,2.1553834902803413,0.3100529516794682,319
419671,133875049,2.1553834902803413,0.3100529516794682,319
419672,133875368,2.1553834902803413,0.3100529516794682,319
419673,133875687,2.1553834902803413,0.3100529516794682,319
419674,133876006,2.1553834902803413,0.3100529516794682,319
419675,133876325,2.1553834902803413,0.3100529516794682,319
419676,133876644,2.1553834902803413,0.3100529516794682,319
419677,133876963,2.1553834902803413,0.3100529516794682,319
419678,133877282,2.1553834902803413,0.3100529516794682,319
419679,133877601,2.1553834902803413,0.3100529516794682,319
419680,133877920,2.1553834902803413,0.3100529516794682,319
419681,133878239,2.1553834902803413,0.3100529516794682,319
419682,133878558,2.1553834902803413,0.3100529516794682,319
419683,133878877,2.1553834902803413,0.3100529516794682,319
419684,133879196,2.1553834902803413,0.3100529516794682,319
419685,133879515,2.1553834902803413,0.3100529516794682,319
419686,133879834,2.1553834902803413,0.3100529516794682,319
419687,133880153,2.1553834902803413,0.3100529516794682,319
419688,133880472,2.1553834902803413,0.3100529516794682,319
419689,133880791,2.1553834902803413,0.3100529516794682,319
419690,133881110,2.1553834902803413,0.3100529516794682,319
419691,133881429,2.1553834902803413,0.3100529516794682,319
419692,133881748,2.1553834902803413,0.3100529516794682,319
419693,133882067,2.1553834902803413,0.3100529516794682,319
419694,133882386,2.1553834902803413,0.3100529516794682,319
419695,133882705,2.1553834902803413,0.3100529516794682,319
419696,133883024,2.1553834902803413,0.3100529516794682,319
419697,133883343,2.1553834902803413,0.3100529516794682,319
419698,133883662,2.1553834902803413,0.3100529516794682,319
419699,133883981,2.1553834902803413,0.3100529516794682,319
419700,133884300,2.1553834902803413,0.3100529516794682,319
419701,133884619,2.1553834902803413,0.3100529516794682,319
419702,133884938,2.1553834902803413,0.3100529516794682,319
419703,133885257,2.1553834902803413,0.3100529516794682,319
419704,133885576,2.1553834902803413,0.3100529516794682,319
419705,133885895,2.1553834902803413,0.3100529516794682,319
419706,133886214,2.1553834902803413,0.3100529516794682,319
419707,133886533,2.1553834902803413,0.3100529516794682,319
419708,133886852,2.1553834902803413,0.3100529516794682,319
419709,133887171,2.1553834902803413,0.3100529516794682,319
419710,133887490,2.1553834902803413,0.3100529516794682,319
419711,133887809,2.1553834902803413,0.3100529516794682,319
419712,133888128,2.1553834902803413,0.3100529516794682,319
419713,133888447,2.1553834902803413,0.3100529516794682,319
419714,133888766,2.1553834902803413,0.3100529516794682,319
419715,133889085,2.1553834902803413,0.3100529516794682,319
419716,133889404,2.1553834902803413,0.3100529516794682,319
419717,133889723,2.1553834902803413,0.3100529516794682,319
419718,133890042,2.1553834902803413,0.3100529516794682,319
419719,133890361,2.1553834902803413,0.3100529516794682,319
419720,133890680,2.1553834902803413,0.3100529516794682,319
419721,133890999,2.1553834902803413,0.3100529516794682,319
419722,133891318,2.1553834902803413,0.3100529516794682,319
419723,133891637,2.1553834902803413,0.3100529516794682,319
419724,133891956,2.1553834902803413,0.3100529516794682,319
419725,133892275,2.1553834902803413,0.3100529516794682,319
419726,133892594,2.1553834902803413,0.3100529516794682,319
419727,133892913,2.1553834902803413,0.3100529516794682,319
419728,133893232,2.1553834902803413,0.3100529516794682,319
419729,133893551,2.1553834902803413,0.3100529516794682,319
419730,133893870,2.1553834902803413,0.3100529516794682,319
419731,133894189,2.1553834902803413,0.3100529516794682,319
419732,133894508,2.1553834902803413,0.3100529516794682,319
419733,133894827,2.1553834902803413,0.3100529516794682,319
419734,133895146,2.1553834902803413,0.3100529516794682,319
419735,133895465,2.1553834902803413,0.3100529516794682,319
419736,133895784,2.1553834902803413,0.3100529516794682,319
419737,133896103,2.1553834902803413,0.3100529516794682,319
419738,133896422,2.1553834902803413,0.3100529516794682,319
419739,133896741,2.1553834902803413,0.3100529516794682,319
419740,133897060,2.1553834902803413,0.3100529516794682,319
419741,133897379,2.1553834902803413,0.3100529516794682,319
419742,133897698,2.1553834902803413,0.3100529516794682,319
419743,133898017,2.1553834902803413,0.3100529516794682,319
419744,133898336,2.1553834902803413,0.3100529516794682,319
419745,133898655,2.1553834902803413,0.3100529516794682,319
419746,133898974,2.1553834902803413,0.3100529516794682,319
419747,133899293,2.1553834902803413,0.3100529516794682,319
419748,133899612,2.1553834902803413,0.3100529516794682,319
419749,133899931,2.1553834902803413,0.3100529516794682,319
419750,133900250,2.1553834902803413,0.3100529516794682,319
419751,133900569,2.1553834902803413,0.3100529516794682,319
419752,133900888,2.1553834902803413,0.3100529516794682,319
419753,133901207,2.1553834902803413,0.3100529516794682,319
419754,133901526,2.1553834902803413,0.3100529516794682,319
419755,133901845,2.1553834902803413,0.3100529516794682,319
419756,133902164,2.1553834902803413,0.3100529516794682,319
419757,133902483,2.1553834902803413,0.3100529516794682,319
